created_at,id,full_text,entities,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,possibly_sensitive_appealable,lang,text,label
Sat May 23 12:11:49 +0000 2020,4232,"Waarom framen jullie de wensenlijst van #kHN als regelgeving? De basis is gewoon 1,5 meter afstand, altijd, ook de medewerkers. Dat er vanaf 3 personen wordt gehandhaafd, haalt die regel niet weg https://t.co/LCmArepYw5","{'hashtags': [{'text': 'kHN', 'indices': [40, 44]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/LCmArepYw5', 'expanded_url': 'https://twitter.com/RTLnieuws/status/1264165365220880385', 'display_url': 'twitter.com/RTLnieuws/stat…', 'indices': [196, 219]}]}",True,1.0,4.0,False,False,False,False,nl,"Waarom framen jullie de wensenlijst van #kHN als regelgeving? De basis is gewoon 1,5 meter afstand, altijd, ook de medewerkers. Dat er vanaf 3 personen wordt gehandhaafd, haalt die regel niet weg ",EENS
Wed Apr 15 16:06:09 +0000 2020,2479,Dat iedereen eerst moet aangeven hoe hij denkt zijn bedrijf te kunnen runnen met anderhalvemeterafstand lijkt me nou niet zo'n zinnig idee van Wiebes #coronaonzin,"{'hashtags': [{'text': 'coronaonzin', 'indices': [150, 162]}], 'symbols': [], 'user_mentions': [], 'urls': []}",False,0.0,2.0,False,False,,,nl,Dat iedereen eerst moet aangeven hoe hij denkt zijn bedrijf te kunnen runnen met anderhalvemeterafstand lijkt me nou niet zo'n zinnig idee van Wiebes #coronaonzin,ONEENS
Fri Apr 10 19:26:48 +0000 2020,1607,@VincentSchmitz Hier in Heerhugowaard is het bij ah ook geen 1.5 m zelfs personeel niet en dan weer wel . Het blijft lastig . Geruchten dat het van 5g komt . Ook geen hele gekke gedachtes met die straling is namelijk wel bewezen dat het je kop laat koken alsof in magnetron zit volgens doomdenker,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'VincentSchmitz', 'name': 'Vincent', 'id': 120845844, 'id_str': '120845844', 'indices': [0, 15]}], 'urls': []}",False,0.0,0.0,False,False,,,nl, Hier in Heerhugowaard is het bij ah ook geen 1.5 m zelfs personeel niet en dan weer wel . Het blijft lastig . Geruchten dat het van 5g komt . Ook geen hele gekke gedachtes met die straling is namelijk wel bewezen dat het je kop laat koken alsof in magnetron zit volgens doomdenker,EENS
Sun Mar 22 11:35:28 +0000 2020,47,"#Heiloo, een bericht voor ons allemaal, net uitgezonden door NL-ALERT: Volg instructies Rijksoverheid op: houd 1,5 meter afstand! Bent u ziek of verkouden? Blijf thuis. Bescherm uzelf en de mensen om u heen. Samen tegen corona. Keep your distance to others.","{'hashtags': [{'text': 'Heiloo', 'indices': [16, 23]}], 'symbols': [], 'user_mentions': [{'screen_name': 'hansromeyn', 'name': 'hans romeyn', 'id': 117116242, 'id_str': '117116242', 'indices': [3, 14]}], 'urls': []}",False,4.0,0.0,False,False,,,nl,"#Heiloo, een bericht voor ons allemaal, net uitgezonden door NL-ALE: Volg instructies Rijksoverheid op: houd 1,5 meter afstand! Bent u ziek of verkouden? Blijf thuis. Bescherm uzelf en de mensen om u heen. Samen tegen corona. Keep your distance to others.",EENS
Sat May 30 15:03:43 +0000 2020,2513,"De RIVM-richtlijnen zijn niet specifiek gericht op studentenhuizen. Duidelijk is dat je in een studentenhuis niet altijd 1,5 meter afstand kunt houden van je huisgenoten. Waar kun je op letten om de kans zo klein mogelijk te houden dat je elkaar besmet? https://t.co/9HCQBUKh58 https://t.co/BUH1VhRgLU","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HetNJi', 'name': 'Nederlands Jeugdinstituut', 'id': 54820121, 'id_str': '54820121', 'indices': [3, 10]}], 'urls': []}",False,3.0,0.0,False,False,,,nl,"De RIVM-richtlijnen zijn niet specifiek gericht op studentenhuizen. Duidelijk is dat je in een studentenhuis niet altijd 1,5 meter afstand kunt houden van je huisgenoten. Waar kun je op letten om de kans zo klein mogelijk te houden dat je elkaar besmet?  ",EENS
Mon Jun 01 18:56:01 +0000 2020,4261,Wat 1.5 meter afstand. Wat een mongolen. https://t.co/wdwi3LkuYW,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/wdwi3LkuYW', 'expanded_url': 'https://twitter.com/groenlinks/status/1267435673226809344', 'display_url': 'twitter.com/groenlinks/sta…', 'indices': [41, 64]}]}",True,0.0,0.0,False,False,False,False,nl,Wat 1.5 meter afstand. Wat een mongolen. ,ANDERS
Fri Jun 26 04:56:14 +0000 2020,3067,"Ik ga mee zoenen op de Dam op 1,5 meter. https://t.co/mroKcAuLOo","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/mroKcAuLOo', 'expanded_url': 'https://twitter.com/MHvAmersfoort/status/1276378268220960773', 'display_url': 'twitter.com/MHvAmersfoort/…', 'indices': [41, 64]}]}",True,0.0,0.0,False,False,False,False,nl,"Ik ga mee zoenen op de Dam op 1,5 meter. ",ANDERS
Sun Apr 12 14:25:19 +0000 2020,1942,@kaagman_frank Word raar jaar heel afstand houden,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'kaagman_frank', 'name': 'Frank Kaagman', 'id': 1198225898295767041, 'id_str': '1198225898295767041', 'indices': [0, 14]}], 'urls': []}",False,0.0,0.0,False,False,,,nl, Word raar jaar heel afstand houden,EENS
Mon May 18 08:31:44 +0000 2020,3715,"1,5 meter-samenleving: goed gedrag komt niet vanzelf - Hogeschool van Amsterdam https://t.co/NDGVC0oAti","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'HVABibliotheek', 'name': 'HvA Bibliotheek', 'id': 194533430, 'id_str': '194533430', 'indices': [3, 18]}], 'urls': [{'url': 'https://t.co/NDGVC0oAti', 'expanded_url': 'https://www.hva.nl/subsites/nl/urban-vitality/nieuws/2019/2020/05/lector-lea-den-broeder-gevraagd-voor-corona-gedragsunit.html', 'display_url': 'hva.nl/subsites/nl/ur…', 'indices': [100, 123]}]}",False,1.0,0.0,False,False,False,False,nl,"1,5 meter-samenleving: goed gedrag komt niet vanzelf - Hogeschool van Amsterdam ",EENS
Wed May 27 19:27:37 +0000 2020,4226,"Waar anderhalve meter afstand op de grond nog altijd heilig is, wordt deze eis in de lucht losgelaten. Mondkapjes zijn aan boord wel verplicht, maar alle stoelen mogen bezet zijn. Ook worden reizigers niet getest of getemperatuurd. https://t.co/brn0lGpuSg","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'telegraaf', 'name': 'De Telegraaf', 'id': 2902821, 'id_str': '2902821', 'indices': [3, 13]}], 'urls': []}",False,117.0,0.0,False,False,,,nl,"Waar anderhalve meter afstand op de grond nog altijd heilig is, wordt deze eis in de lucht losgelaten. Mondkapjes zijn aan boord wel verplicht, maar alle stoelen mogen bezet zijn. Ook worden reizigers niet getest of getemperatuurd. ",EENS
Mon Jun 22 12:12:47 +0000 2020,2942,"Het is maandag, dus vandaag meldde @rivm 0 doden en 2 ziekenhuisopnames, waarvan 1 met een onbekende datum.
Dus hou tijdens de a.s. hittegolf allemaal buiten 1,5 meter afstand, want wie weet kom je die ene resterende besmette persoon nog tegen!
Niet waar burgemeester Bruls?","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'mauricedehond', 'name': 'Maurice de Hond', 'id': 39232421, 'id_str': '39232421', 'indices': [3, 17]}, {'screen_name': 'rivm', 'name': 'RIVM', 'id': 35527415, 'id_str': '35527415', 'indices': [54, 59]}], 'urls': []}",False,609.0,0.0,False,False,,,nl,"Het is maandag, dus vandaag meldde  0 doden en 2 ziekenhuisopnames, waarvan 1 met een onbekende datum.
Dus hou tijdens de a.s. hittegolf allemaal buiten 1,5 meter afstand, want wie weet kom je die ene resterende besmette persoon nog tegen!
Niet waar burgemeester Bruls?",EENS
Mon Mar 23 23:30:09 +0000 2020,3656,Ps. Er kunnen volgens mij gewoon declarabele uren worden geleverd als u bij voorleggen van een zaak minimaal anderhalve meter afstand houdt en bij voorkeur alleen digitaal en telefonisch contact. Soms kan een rechter ook een schriftelijk vonnis afgeven. https://t.co/5YlAANdMV7,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/5YlAANdMV7', 'expanded_url': 'https://twitter.com/art1GW/status/1242227365968777222', 'display_url': 'twitter.com/art1GW/status/…', 'indices': [254, 277]}]}",True,0.0,0.0,False,False,True,False,nl,Ps. Er kunnen volgens mij gewoon declarabele uren worden geleverd als u bij voorleggen van een zaak minimaal anderhalve meter afstand houdt en bij voorkeur alleen digitaal en telefonisch contact. Soms kan een rechter ook een schriftelijk vonnis afgeven. ,EENS
Thu Jun 25 12:11:11 +0000 2020,4035,"Thea Derks schrijft: Hannes Minnaar valt met zijn neus in de boter. Zijn #coronatournee met de Goldbergvariaties van Bach start op 1 juli, precies de dag waarop het maximumaantal concertbezoekers wordt losgelaten. – Mits 1,5 meter afstand et cetera. https://t.co/g1xruZ6xk8 https://t.co/U7wHUeIBnc","{'hashtags': [{'text': 'coronatournee', 'indices': [90, 104]}], 'symbols': [], 'user_mentions': [{'screen_name': 'cultuurpers', 'name': 'Cultureel Persbureau', 'id': 24684026, 'id_str': '24684026', 'indices': [3, 15]}], 'urls': []}",False,10.0,0.0,False,False,,,nl,"Thea Derks schrijft: Hannes Minnaar valt met zijn neus in de boter. Zijn #coronatournee met de Goldbergvariaties van Bach start op 1 juli, precies de dag waarop het maximumaantal concertbezoekers wordt losgelaten. – Mits 1,5 meter afstand et cetera.  ",EENS
Sun Jun 07 19:15:09 +0000 2020,3948,"Rutte3 en de EU dictatuur hun 1,5 meter afstand samenleving is klinklare onzin! Een mustread en wellicht inspiratie voor ondernemers om de staat voor het gerecht te dagen en deze belachelijke maatregelen naar de prullenbak te verwijzen. De crisis is immers allang over! https://t.co/VLrY1iOnVP","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GoThorium', 'name': 'Go Thorium', 'id': 1148218409945096193, 'id_str': '1148218409945096193', 'indices': [3, 13]}], 'urls': []}",False,3.0,0.0,False,False,,,nl,"Rutte3 en de EU dictatuur hun 1,5 meter afstand samenleving is klinklare onzin! Een mustread en wellicht inspiratie voor ondernemers om de staat voor het gerecht te dagen en deze belachelijke maatregelen naar de prullenbak te verwijzen. De crisis is immers allang over! ",ONEENS
Thu Apr 02 17:25:55 +0000 2020,4213,"https://t.co/f8mA7TJtnQ
Vraag voor parlement aan kabinet en #RIVM is nu: wat is feitelijke basis geweest voor de 1,5 meter? Of is deze mede ingegeven om totale #lockdown te vermijden? Want handhaven afstand 6-8 meter kan niet met #intelligentelockdown..","{'hashtags': [{'text': 'RIVM', 'indices': [74, 79]}], 'symbols': [], 'user_mentions': [{'screen_name': 'gjknoops', 'name': 'GJ Alexander Knoops', 'id': 764421232662081537, 'id_str': '764421232662081537', 'indices': [3, 12]}], 'urls': [{'url': 'https://t.co/f8mA7TJtnQ', 'expanded_url': 'https://www.telegraaf.nl/nieuws/882642214/anderhalve-meter-is-niet-genoeg', 'display_url': 'telegraaf.nl/nieuws/8826422…', 'indices': [14, 37]}]}",False,79.0,0.0,False,False,True,False,nl,"
Vraag voor parlement aan kabinet en #RIVM is nu: wat is feitelijke basis geweest voor de 1,5 meter? Of is deze mede ingegeven om totale #lockdown te vermijden? Want handhaven afstand 6-8 meter kan niet met #intelligentelockdown..",ONEENS
Fri May 22 14:50:01 +0000 2020,1549,"@Si_Es_Mar Hey SiEsMar, we verplichten onze klanten niet om de pijlen in de winkels te volgen, maar het is wel een goed idee. 😊 Want zo kan je op een makkelijke manier afstand houden van elkaar. Geef het goede voorbeeld en hopelijk zullen andere klanten snel volgen. Fijne vrijdag! ^Enya","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Si_Es_Mar', 'name': 'TheTeachersAdventures', 'id': 1223912662926548992, 'id_str': '1223912662926548992', 'indices': [0, 10]}], 'urls': []}",False,0.0,0.0,False,False,,,nl," Hey SiEsMar, we verplichten onze klanten niet om de pijlen in de winkels te volgen, maar het is wel een goed idee. 😊 Want zo kan je op een makkelijke manier afstand houden van elkaar. Geef het goede voorbeeld en hopelijk zullen andere klanten snel volgen. Fijne vrijdag! ^Enya",EENS
Sat Jun 27 13:55:40 +0000 2020,1506,"@RiniVer @MarkvLoosdrecht @mkeulemans @mauricedehond @ADnl Welk onderzoek heeft aangetoond dat de meeste besmettingen met SARS-CoV-2 door de grote druppels zouden  komen? Waarom dan dat grote verschil in aantal besmettingen binnen versus buiten? Waarom tóch superverspreiding in kerk Frankfurt waar 1,5 m regel werd gerespecteerd?","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RiniVer', 'name': 'Rini Vergouwe', 'id': 2549962774, 'id_str': '2549962774', 'indices': [0, 8]}, {'screen_name': 'MarkvLoosdrecht', 'name': 'Mark van Loosdrecht', 'id': 236157669, 'id_str': '236157669', 'indices': [9, 25]}, {'screen_name': 'mkeulemans', 'name': 'Maarten Keulemans', 'id': 15200788, 'id_str': '15200788', 'indices': [26, 37]}, {'screen_name': 'mauricedehond', 'name': 'Maurice de Hond', 'id': 39232421, 'id_str': '39232421', 'indices': [38, 52]}, {'screen_name': 'ADnl', 'name': 'AD.nl', 'id': 134810937, 'id_str': '134810937', 'indices': [53, 58]}], 'urls': []}",False,0.0,0.0,False,False,,,nl,"     Welk onderzoek heeft aangetoond dat de meeste besmettingen met SARS-CoV-2 door de grote druppels zouden  komen? Waarom dan dat grote verschil in aantal besmettingen binnen versus buiten? Waarom tóch superverspreiding in kerk Frankfurt waar 1,5 m regel werd gerespecteerd?",ONEENS
Fri Apr 03 19:10:08 +0000 2020,509,"Ook dit weekend: 1,5 meter! #houdafstand 
https://t.co/ahH1rB7guV","{'hashtags': [{'text': 'houdafstand', 'indices': [28, 40]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/ahH1rB7guV', 'expanded_url': 'https://www.youtube.com/watch?v=GXjgaPww59I&feature=youtu.be', 'display_url': 'youtube.com/watch?v=GXjgaP…', 'indices': [42, 65]}]}",False,7.0,3.0,False,False,False,False,nl,"Ook dit weekend: 1,5 meter! #houdafstand 
",EENS
Wed May 13 19:55:58 +0000 2020,3516,"Om de jeugd van Susteren en omgeving tijdens de coronabeperkingen toch in beweging te krijgen, bedachten jongerenwerkers van Menswel de Lockdown Games. Sport en spel op anderhalve meter afstand.
https://t.co/6evNqaBFzP","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6evNqaBFzP', 'expanded_url': 'https://www.limburger.nl/cnt/dmf20200513_00160244/jeugdig-enthousiasme-versus-anderhalve-meter-in-susteren?utm_source=twitter&utm_medium=social&utm_term=limburger&utm_content=article&utm_campaign=seeding', 'display_url': 'limburger.nl/cnt/dmf2020051…', 'indices': [195, 218]}]}",False,0.0,0.0,False,False,False,False,nl,"Om de jeugd van Susteren en omgeving tijdens de coronabeperkingen toch in beweging te krijgen, bedachten jongerenwerkers van Menswel de Lockdown Games. Sport en spel op anderhalve meter afstand.
",EENS
Mon May 11 22:22:27 +0000 2020,3257,"Kringwinkel ‘t Rad herstart een dag later https://t.co/B1t3BVQ5aC 

Ook Kringwinkel ‘t Rad in de Kursaalstraat opent op dinsdag 12 mei 2020 opnieuw zijn deuren. Klanten die de winkel bezoeken worden verzocht om aan de inkom de handen te ontsmetten en afstand te houden. De klant… https://t.co/QSyk5VNimo","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/B1t3BVQ5aC', 'expanded_url': 'https://ift.tt/2YTyvhO', 'display_url': 'ift.tt/2YTyvhO', 'indices': [42, 65]}], 'media': [{'id': 1259972163660021760, 'id_str': '1259972163660021760', 'indices': [280, 303], 'media_url': 'http://pbs.twimg.com/media/EXxSAdnWAAATJmI.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EXxSAdnWAAATJmI.jpg', 'url': 'https://t.co/QSyk5VNimo', 'display_url': 'pic.twitter.com/QSyk5VNimo', 'expanded_url': 'https://twitter.com/kneistikrant/status/1259972164763123712/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 150, 'h': 150, 'resize': 'fit'}, 'medium': {'w': 150, 'h': 150, 'resize': 'fit'}, 'small': {'w': 150, 'h': 150, 'resize': 'fit'}}}]}",False,0.0,0.0,False,False,False,False,nl,"Kringwinkel ‘t Rad herstart een dag later  

Ook Kringwinkel ‘t Rad in de Kursaalstraat opent op dinsdag 12 mei 2020 opnieuw zijn deuren. Klanten die de winkel bezoeken worden verzocht om aan de inkom de handen te ontsmetten en afstand te houden. De klant… ",EENS
Thu Jun 11 19:36:25 +0000 2020,4397,"Zijn er mensen die petitie hebben ondertekend tegen de 1,5 meter wetgeving? #dtv #nederland #corona","{'hashtags': [{'text': 'dtv', 'indices': [76, 80]}, {'text': 'nederland', 'indices': [81, 91]}, {'text': 'corona', 'indices': [92, 99]}], 'symbols': [], 'user_mentions': [], 'urls': []}",False,0.0,0.0,False,False,,,nl,"Zijn er mensen die petitie hebben ondertekend tegen de 1,5 meter wetgeving? #dtv #nederland #corona",ANDERS
Wed Apr 29 15:11:11 +0000 2020,3611,"Oproep aan architecten!

Denk ook aan de vergrijzende samenleving en aan het VN-verdrag handicap bij het ontwerpen van gebouwen op basis van de 1,5 metersamenleving! 

#VergeetOnsNiet

Naar aanleiding van een artikel van #eenvandaag 

https://t.co/5x6DAogwFW","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LithNoortje', 'name': 'Noortje van Lith', 'id': 2825654727, 'id_str': '2825654727', 'indices': [3, 15]}], 'urls': []}",False,5.0,0.0,False,False,,,nl,"Oproep aan architecten!

Denk ook aan de vergrijzende samenleving en aan het VN-verdrag handicap bij het ontwerpen van gebouwen op basis van de 1,5 metersamenleving! 

#VergeetOnsNiet

Naar aanleiding van een artikel van #eenvandaag 

",EENS
Sun Apr 26 07:45:33 +0000 2020,2881,Heb jij hét idee om #anderhalvemetercultuur mogelijk te maken? #Cultuur is onmisbaar! #Drenthe #Groningen #Friesland ; reageer en retweet #dtv https://t.co/D7ToMCilWK,"{'hashtags': [{'text': 'anderhalvemetercultuur', 'indices': [36, 59]}, {'text': 'Cultuur', 'indices': [79, 87]}, {'text': 'Drenthe', 'indices': [102, 110]}, {'text': 'Groningen', 'indices': [111, 121]}, {'text': 'Friesland', 'indices': [122, 132]}], 'symbols': [], 'user_mentions': [{'screen_name': 'bobbergsma', 'name': 'Bob Bergsma', 'id': 305188948, 'id_str': '305188948', 'indices': [3, 14]}], 'urls': []}",False,25.0,0.0,False,False,,,nl,Heb jij hét idee om #anderhalvemetercultuur mogelijk te maken? #Cultuur is onmisbaar! #Drenthe #Groningen #Friesland ; reageer en retweet #dtv ,EENS
Wed Mar 25 09:04:51 +0000 2020,1193,@JanPraet1 Anderhalve meter afstand toch?,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JanPraet1', 'name': 'Jan Praet', 'id': 1025660412396793856, 'id_str': '1025660412396793856', 'indices': [0, 10]}], 'urls': []}",False,1.0,1.0,False,False,,,nl, Anderhalve meter afstand toch?,EENS
Sun May 24 07:57:44 +0000 2020,2641,"Dit kan ik beamen gezien ervaringen in mijn directe omgeving. RT @fransweisglas: Gewoon heel voorzichtig zijn met versoepelen maatregelen en volhouden met 1.5 meter en andere gedragsregels. Een gevaarlijk, rottig, onvoorspelbaar virus. #corona #covid19 https://t.co/8sUHTUJA7a","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RHoogland', 'name': 'robhoogland.nl', 'id': 21856863, 'id_str': '21856863', 'indices': [3, 13]}, {'screen_name': 'fransweisglas', 'name': 'frans weisglas', 'id': 567571450, 'id_str': '567571450', 'indices': [80, 94]}], 'urls': []}",False,6.0,0.0,False,False,,,nl,"Dit kan ik beamen gezien ervaringen in mijn directe omgeving.  : Gewoon heel voorzichtig zijn met versoepelen maatregelen en volhouden met 1.5 meter en andere gedragsregels. Een gevaarlijk, rottig, onvoorspelbaar virus. #corona #covid19 ",EENS
Sat Jun 27 15:40:09 +0000 2020,4274,"Wat een rare #wereld 🌍 leven we in...oma mag haar kleinkinderen niet knuffelen, maar opa mag wel naar de hoeren....🤔 #COVID19 #coronavirus #anderhalvemetersamenleving #coronamaatregelen https://t.co/egNW6Y9PuS","{'hashtags': [{'text': 'wereld', 'indices': [32, 39]}], 'symbols': [], 'user_mentions': [{'screen_name': 'ArjanZevenaar', 'name': 'Arjan van den Berg', 'id': 314121660, 'id_str': '314121660', 'indices': [3, 17]}], 'urls': []}",False,34.0,0.0,False,False,,,nl,"Wat een rare #wereld 🌍 leven we in...oma mag haar kleinkinderen niet knuffelen, maar opa mag wel naar de hoeren....🤔 #COVID19 #coronavirus #anderhalvemetersamenleving #coronamaatregelen ",ONEENS
Fri Mar 27 20:20:19 +0000 2020,1132,"@GroeneMat Terecht dat hij hierop reageerd.
Van mij had ze ook nog, op afstand, een flinke uitbrander gehad.
Als je langs elkaar af loopt is er minder dan 1,5 mtr afstand, maar dat heb je op het fietspad ook al iemand je tegemoed rijd...
We slaan door... 😡😡😡😡😡","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'GroeneMat', 'name': 'Dennis', 'id': 975423890812997633, 'id_str': '975423890812997633', 'indices': [0, 10]}], 'urls': []}",False,0.0,0.0,False,False,,,nl," Terecht dat hij hierop reageerd.
Van mij had ze ook nog, op afstand, een flinke uitbrander gehad.
Als je langs elkaar af loopt is er minder dan 1,5 mtr afstand, maar dat heb je op het fietspad ook al iemand je tegemoed rijd...
We slaan door... 😡😡😡😡😡",ANDERS
Sun Apr 12 19:44:14 +0000 2020,1220,"@Jopinie en als je nu het totaaleffect van 'de maatregelen' ziet, weten we dan welk % daarvan komt door verbieden van grote evenementen, welk % van scholen dicht, van thuis blijven zitten, van horeca dicht, van 1,5m afstand houden? doen we sommige dingen msch 'voor niks'?","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Jopinie', 'name': 'Jop de Vrieze', 'id': 40220874, 'id_str': '40220874', 'indices': [0, 8]}], 'urls': []}",False,1.0,0.0,False,False,,,nl," en als je nu het totaaleffect van 'de maatregelen' ziet, weten we dan welk % daarvan komt door verbieden van grote evenementen, welk % van scholen dicht, van thuis blijven zitten, van horeca dicht, van 1,5m afstand houden? doen we sommige dingen msch 'voor niks'?",ANDERS
Tue Jun 09 13:39:49 +0000 2020,3059,"Ik ben volkomen bereid vrijwillig 1,5 m afstand te houden als dat beter is voor de gezondheid van ons allemaal. Zodra het echter wettelijk verplicht wordt - inclusief optie voor overheid om mijn huis binnen te treden - veeg ik er mijn blanke achterste mee af. Capisce?","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'hermanbenschop', 'name': 'Herman Benschop', 'id': 123587034, 'id_str': '123587034', 'indices': [3, 18]}], 'urls': []}",False,25.0,0.0,False,False,,,nl,"Ik ben volkomen bereid vrijwillig 1,5 m afstand te houden als dat beter is voor de gezondheid van ons allemaal. Zodra het echter wettelijk verplicht wordt - inclusief optie voor overheid om mijn huis binnen te treden - veeg ik er mijn blanke achterste mee af. Capisce?",ONEENS
Wed Apr 22 19:11:35 +0000 2020,2019,"@nausicaamarbe Ja, weerzinwekkend. Het ergste vind ik die vakkenvullers die 1,5 m afstand propageren terwijl in de praktijk het juist zij zijn die in de super zich daar geen ene reet van aantrekken.","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nausicaamarbe', 'name': 'Nausicaa Marbe', 'id': 159390276, 'id_str': '159390276', 'indices': [0, 14]}], 'urls': []}",False,0.0,0.0,False,False,,,nl," Ja, weerzinwekkend. Het ergste vind ik die vakkenvullers die 1,5 m afstand propageren terwijl in de praktijk het juist zij zijn die in de super zich daar geen ene reet van aantrekken.",EENS
Tue May 05 19:26:27 +0000 2020,1194,"@JanPranger als het maar op 1,5 meter is","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'JanPranger', 'name': 'Jan Pranger', 'id': 122501018, 'id_str': '122501018', 'indices': [0, 11]}], 'urls': []}",False,0.0,0.0,False,False,,,nl," als het maar op 1,5 meter is",EENS
Sun Apr 19 21:51:46 +0000 2020,579,"1,5 meter in het Stedelijk: ‘We zijn groot, we kunnen publiek goed spreiden’ https://t.co/Vu75UFN6Xw via @parool","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'parool', 'name': 'Het Parool', 'id': 32397387, 'id_str': '32397387', 'indices': [105, 112]}], 'urls': [{'url': 'https://t.co/Vu75UFN6Xw', 'expanded_url': 'https://www.parool.nl/ts-b76f02a8', 'display_url': 'parool.nl/ts-b76f02a8', 'indices': [77, 100]}]}",False,0.0,0.0,False,False,False,False,nl,"1,5 meter in het Stedelijk: ‘We zijn groot, we kunnen publiek goed spreiden’  via ",ANDERS
Sun Apr 26 16:51:50 +0000 2020,316,"Beste mensen. Zal maar met de deur in huis vallen: het was vandaag te druk. In de stad, bij de bouwmarkt, op de weg. 

Elke dag(!) ook vandaag weer krijg ik nieuwe besmettingsgevallen gemeld door de @ggdru. 

Zeker met Koningsdag aanstaande: #BlijfThuis #houdafstand","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'SjorsFrohlich', 'name': 'Sjors Fröhlich', 'id': 3419867500, 'id_str': '3419867500', 'indices': [3, 17]}], 'urls': []}",False,339.0,0.0,False,False,,,nl,"Beste mensen. Zal maar met de deur in huis vallen: het was vandaag te druk. In de stad, bij de bouwmarkt, op de weg. 

Elke dag(!) ook vandaag weer krijg ik nieuwe besmettingsgevallen gemeld door de . 

Zeker met Koningsdag aanstaande: #BlijfThuis #houdafstand",EENS
Tue Mar 24 06:22:41 +0000 2020,3193,"Je hebt de keuze verticaal of horizontaal 

1,5 m 

#StayAtHomeSaveLives #SocialDistancing #coronavirus https://t.co/2iFXoWZPIi","{'hashtags': [{'text': 'StayAtHomeSaveLives', 'indices': [52, 72]}, {'text': 'SocialDistancing', 'indices': [73, 90]}, {'text': 'coronavirus', 'indices': [91, 103]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1242336007074258944, 'id_str': '1242336007074258944', 'indices': [104, 127], 'media_url': 'http://pbs.twimg.com/media/ET2qBClWoAAMuiV.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ET2qBClWoAAMuiV.jpg', 'url': 'https://t.co/2iFXoWZPIi', 'display_url': 'pic.twitter.com/2iFXoWZPIi', 'expanded_url': 'https://twitter.com/gewoonik83/status/1242336012086501376/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 960, 'h': 644, 'resize': 'fit'}, 'small': {'w': 680, 'h': 456, 'resize': 'fit'}, 'medium': {'w': 960, 'h': 644, 'resize': 'fit'}}}]}",False,1.0,4.0,False,False,False,False,nl,"Je hebt de keuze verticaal of horizontaal 

1,5 m 

#StayAtHomeSaveLives #SocialDistancing #coronavirus ",EENS
Mon Apr 13 15:45:21 +0000 2020,1899,@humorandanimals @gfnk_henkvdlbrw Zo spring ik over mensen heen bij boodschappen doen ipv anderhalve meter afstand houden,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'humorandanimals', 'name': 'Humor And Animals', 'id': 913203265466257408, 'id_str': '913203265466257408', 'indices': [0, 16]}], 'urls': []}",False,0.0,1.0,False,False,,,nl,  Zo spring ik over mensen heen bij boodschappen doen ipv anderhalve meter afstand houden,ANDERS
